fdc_id,description,Energy (Atwater Specific Factors) (KCAL),Protein (G),Total lipid (fat) (G),"Carbohydrate, by difference (G)","Fiber, total dietary (G)","Sugars, total including NLEA (G)",Leucine (G),"Fatty acids, total monounsaturated (G)","PUFA 18:2 n-6 c,c (LA) (G)","PUFA 18:3 n-3 c,c,c (ALA) (G)",PUFA 20:5 n-3 (EPA) (G),PUFA 22:6 n-3 (DHA) (G),"Fatty acids, total trans","Sugars, added","Fatty acids, total saturated (G)","Vitamin A, RAE (UG)","Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Vitamin E (alpha-tocopherol) (MG),Vitamin B-6 (MG),"Folate, DFE (UG)",Biotin (UG),"Magnesium, Mg (MG)","Zinc, Zn (MG)","Selenium, Se (UG)","Iron, Fe (MG)","Potassium, K (MG)",Niacin (MG),"Calcium, Ca (MG)","Copper, Cu (MG)","Iodine, I (UG)","Manganese, Mn (MG)","Molybdenum, Mo (UG)","Phosphorus, P (MG)",Thiamin (MG),Riboflavin (MG),Pantothenic acid (MG),Vitamin B-12 (UG),Sodium (mg),Added Sugars (g)
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",240.714286,3.24,10.3,33.99,3.6,1.16,0,6.568,2.038,0.718,0,0,0.032,0,0.805,0,2.7,0,1.68,0.363,0,0,32,0.63,0,0.74,704,3.193,10,0.107,0,0.225,0,122,0.027,0.05,0.735,0,77,0
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",182,2.16,8.92,35.58,5.7,12.9,0,3.703,2.486,0.302,0.003,0,0.042,0,1.157,434,7.5,0,1.49,0.177,32,0,26,0.38,0.4,0.77,409,0.697,52,0.177,0,0.481,0,59,0.092,0.092,0.46,0,146,0
167607,"Moose, meat, raw (Alaska Native)",103,22.3,1.5,0,0,0,0,0.15,0,0,0,0,0,0,0.22,0,4,0,0,0,0,0,23,2.8,0,3.28,317,5,5,0.067,0,0.008,0,165,0.07,0.24,0,0,65,0
167608,"Mashu roots, raw (Alaska Native)",134.761905,5.8,2.4,22.6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,67,0.1,0.07,0,0,0,0
167609,"Moose, liver, braised (Alaska Native)",155,24.38,4.89,3.43,0,0,0,0.65,0,0,0,0,0,0,0,0,22.6,0,0,0.91,0,0,20,6.07,0,6.77,235,10.72,7,2.789,0,0.413,0,429,0.196,4.1,4.57,71,70,0
167610,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",110,26.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,5.9,10,0,0,0,0,198,0.2,0.26,0,0,0,0
167611,"Oil, bearded seal (Oogruk) (Alaska Native)",899,0.56,99.6,0,0,0,0,47.08,0,0,9.71,12.377,0,0,10.926,10,0,0.7,10.28,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0
167612,"Oopah (tunicate), whole animal (Alaska Native)",66.428571,11.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,0.9,53,0,0,0,0,103,0,0.1,0,0,0,0
167613,"Owl, horned, flesh, raw (Alaska Native)",135.238095,22.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,16,0,0,0,0,218,0,0,0,0,0,0
167614,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",150,23.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,8.5,60,0,0,0,0,0,0.01,0.1,0,0,0,0
167615,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",430,39.9,30,0,0,0,0,16.9,0,0,0,0,0,0,6.97,0,0,0,0,0,0,0,0,0,0,4.5,700,11.8,23,0,0,0,0,0,0.06,0.28,0,0,693,0
167616,"Fish, salmon, king, chinook, liver (Alaska Native)",155,16.6,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,5,28,0,0,0,0,412,0.1,0.7,0,0,0,0
167617,"Duck, scoter, white-winged, meat (Alaska Native)",84.047619,20.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
167618,"Sea cucumber, yane (Alaska Native)",56,13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,3.2,30,0,0,0,0,0,0.05,0.94,0,0,0,0
167619,"Squirrel, ground, meat (Alaska Native)",110.952381,19.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,175,0,0,0,0,0,0
167620,"Tea, tundra, herb and laborador combination (Alaska Native)",1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1,0.04,0,0.08,9,0,2,0.02,0,0.04,0,0,0.01,0,0.01,0,132,0
167621,"Walrus, meat, dried (Alaska Native)",250.47619,57,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10.1,0,0,0,0,0,415,0.21,0.79,0,0,0,0
167622,"Deer (venison), sitka, raw (Alaska Native)",116,21.5,2.66,0,0,0,0,0.34,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,2.9,0,6.6,7,0,0,0,0,0,0.2,0.36,0,0,0,0
167623,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",866.666667,0.4,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
167624,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",465,12.6,46.1,0,0,0,0,28.12,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5,0,0,0,0,87,0.08,0.02,0,0,0,0
167625,"Oil, whale, bowhead (Alaska Native)",896.666667,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167626,"Fish, whitefish, broad, liver (Alaska Native)",104,11,4.4,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,2.7,53,0,0,0,0,297,0.18,0.54,0,0,0,0
167627,"Mush, blue corn with ash (Navajo)",53.809524,0.66,0.49,11.74,1.1,0.19,0,0.109,0,0.006,0,0,0,0,0.074,0,0,0,0,0.049,0,0,20,0.76,0.9,2.92,58,0.283,96,0.048,0,0.305,0,39,0.02,0.015,0.078,0,8,0
167628,"Cornmeal, blue (Navajo)",398,10.4,5.44,76.93,8.7,1.81,0,1.679,0,0.061,0,0,0,0,0.886,0,0,0,0.73,0.593,0,0,133,2.91,11.8,2.91,393,2.02,5,0.218,0,0.758,0,354,0.285,0.107,0.353,0,7,0
167629,"Melon, banana (Navajo)",21.428571,0.84,0.2,4.06,0.3,3.36,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0.05,0,0,10,0.14,0.4,0.21,140,0.46,13,0.035,0,0.036,0,9,0.02,0.018,0.07,0,11,0
167630,Chilchen (Red Berry Beverage) (Navajo),44,0.81,0.63,8.68,0,2.6,0,0.135,0,0.007,0,0,0,0,0.075,0,0,0,0,0.033,0,0,9,0.19,0,0.95,28,0.248,7,0.019,0,0.074,0,23,0.02,0.015,0.03,0,15,0
167631,"Corn, dried (Navajo)",384.761905,9.88,5.22,74.93,0,5.38,0,1.483,0,0.069,0,0,0,0,0.82,0,0,0,0,0.372,0,0,124,3.05,0,1.92,511,3.3,15,0.195,0,0.848,0,337,0.2,0.068,0.38,0,13,0
167632,"Squash, Indian, cooked, boiled (Navajo)",16,0.31,0.15,3.22,1.5,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0.01,0.015,0.06,0,0,0
167633,"Bread, kneel down (Navajo)",194.285714,4.29,2.21,39.47,0,3.74,0,0.603,0,0.031,0,0,0,0,0.353,0,0,0,0,0,0,0,55,1.46,11.9,1.11,320,2.49,5,0.095,0,0.303,0,164,0.12,0.132,0.354,0,126,0
167634,"Mutton, cooked, roasted (Navajo)",234,33.43,11.09,0.08,0,0,2.764,4.459,0,0.147,0,0,0,0,5.142,0,0,0,0.8,0.377,0,0,31,5.93,38,4.76,409,6.52,10,0.062,0,0.033,0,272,0.06,0.3,0.897,4.44,135,0
167635,"Frybread, made with lard (Navajo)",328.571429,6.69,12.22,48.26,0,2.03,0,4.411,0,0.051,0,0,0,0,4.621,0,0,0,0,0.038,196,0,18,0.35,18.6,4.04,77,4.603,57,0.091,0,0.297,0,123,0.43,0.217,0.164,0,329,0
167636,Tamales (Navajo),153,6.28,6.12,18.12,3.1,0.99,0.568,2.739,0,0.029,0,0,0,0,2.396,0,1.7,0,0,0.143,0,0,22,1.48,6,1.22,131,1.59,29,0.063,0,0.174,0,99,0.05,0.08,0.205,0.54,427,0
167637,"Stew, steamed corn (Navajo)",111.904762,8.82,3.75,10.8,2.3,0.51,0,1.497,0,0.045,0,0,0,0,1.603,0,0,0,0,0.12,0,0,24,1.55,5,1.1,177,3.02,22,0.075,0,0.102,0,107,0.03,0.11,0.4,0,104,0
167638,"Fish, halibut, raw, with skin (Alaska Native)",116,20.53,2.92,1.81,0,0,1.598,1.195,0,0.012,0.217,0.393,0,0,0.726,47,0,0,1.9,0.39,15,0,26,0.61,51.1,0.27,449,5.762,20,0.042,0,0.011,0,244,0.066,0.072,0.377,1.78,79,0
167639,"Fish, salmon, coho (silver), raw (Alaska Native)",140,22.56,5.57,0,0,0,1.61,1.79,0.089,0.089,0.491,1.385,0,0,0.904,30,0,0,0.81,0.225,13,0,28,0.41,27.6,0.55,380,7.93,5,0.051,0,0,0,240,0.152,0.189,1.23,8.52,58,0
167640,"Blueberries, wild, raw (Alaska Native)",60.714286,1.22,0.76,12.31,2.6,6.46,0,0,0,0,0,0,0,0,0,6,18.3,0,1.69,0.026,33,0,7,0.2,0,0.37,75,0.597,13,0.03,0,2,0,29,0.067,0.414,0.265,0,6,0
167641,"Oil, spotted seal (Alaska Native)",890.47619,0,99.32,0,0,0,0,54.52,0,0,3.93,6.52,0,0,14.74,1044,0,0.7,6.28,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167642,"Fish, salmon, red, canned, bones removed (Alaska Native)",161,27.31,5.76,0,0,0,2.04,2.29,0,0,0.33,0.75,0,0,0.92,65,0,0,0.61,0.103,7,0,32,0.66,40.3,1.9,370,10.1,28,0.148,0,0.037,0,260,0.015,0.206,0.725,4.91,390,0
167643,"Fish, whitefish, eggs (Alaska Native)",103.809524,14.66,2.88,4.89,0,0,1.64,1.046,0,0,0.225,0.33,0,0,0.496,91,12,0,2.68,0.159,53,0,30,2.1,92.8,5.95,190,0.956,46,0.22,0,0.22,0,306,0.088,0.403,1.06,56.4,160,0
167644,"Caribou, rump meat, half dried (Alaska Native)",254.285714,52.06,5.23,0,0,0,0,1.19,0,0,0.02,0.02,0,0,1.55,52,0,0,0.09,0.62,3,0,60,9.4,30.5,11,710,13.2,14,0.6,0,0.099,0,480,0.333,1.24,2.94,7.16,390,0
167645,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",205.238095,35.19,7.26,0,0,0,2.51,2.29,0,0,0.6,0.97,0,0,1.48,19,0,0,0.45,0.182,4,0,39,1.1,44.8,1.5,470,13.1,69,0.148,0,0.051,0,350,0.021,0.358,0.656,7.43,600,0
167646,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",141,24.5,4.75,0,0,0,0,1.83,0,0,0.26,0.54,0,0,0.8,15,0,2,0.44,0.287,6,0,31,0.75,33.5,0.49,400,8.52,54,0.148,0,0.037,0,280,0.094,0.23,0.917,4.98,460,0
167647,"Fish, salmon, king, with skin, kippered, (Alaska Native)",208.571429,23.19,12.95,0,0,0,1.656,5.86,0,0,0.46,0.79,0,0,2.44,12,0,1.2,0.42,0.378,3,0,29,0.77,30.5,0.55,390,8.61,55,0.148,0,0.037,0,270,0.043,0.201,0.822,3.65,870,0
167648,"Fish, sheefish, raw (Alaska Native)",114.047619,22.25,2.84,0,0,0,1.52,1.08,0,0,0.17,0.32,0,0,0.49,0,0,0,0.44,0.162,9,0,25,0.6,42.3,0.5,390,2.12,140,0.148,0,0.037,0,300,0.041,0.126,0.648,5.9,52,0
167649,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",97.142857,21.44,1.3,0,0,0,1.71,0.425,0.045,0.016,0,0,0.065,0,0.418,0,0,0,0,0.78,0,0,22,3,7,2.61,355,6.92,3,0.117,0,0.011,0,200,0.153,0.325,0.76,1.15,43,0
167650,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",269.285714,62.38,2.31,0,0,0,4.822,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,62,5,0,33,960,0,9,0.31,0,0.037,0,510,0,0,0,0,130,0
167651,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",145.714286,32.51,1.8,0,0,0,2.593,0.614,0.082,0.029,0,0,0.088,0,0.595,0,0,0,0.59,0.794,8,0,27,5.06,10.5,3.76,376,7.02,4,0.189,0,0.011,0,246,0.169,0.462,1.01,1.67,41,0
167652,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",98,19.74,2.1,0,0,0,1.76,0.897,0.066,0.021,0,0,0.032,0,0.828,0,0,0,0,0.893,0,0,24,4.16,15.8,2.27,367,6.63,4,0.144,0,0.011,0,215,0.159,0.27,0.63,1.77,43,0
167653,"Corn, dried, yellow (Northern Plains Indians)",419,14.48,10.64,66.27,20.5,21.32,1.468,3.75,0,0.124,0,0,0,0,1.974,13,0,0,0.44,1.11,0,0,149,3.06,56.5,2.61,775,8.25,25,0.293,0,0.9,0,344,0.261,0.181,1.59,0,4,0
167654,"Smelt, dried (Alaska Native)",386,56.19,17.9,0,0,0,3.82,6.86,0,0,0.91,1.22,0,0,3.59,139,0,0,4.51,0.176,0,0,89,6.7,194,5.4,1000,5.97,1600,0.148,0,0.72,0,1400,0.073,0.262,2.29,19.1,420,0
167655,"Frybread, made with lard (Apache)",309,8.38,10.14,46.01,1.7,1.54,0,3.5,0,0.075,0,0,0,0,3.631,0,0,0,0.09,0.068,177,0,19,0.47,6.5,3.43,75,4.335,52,0.096,0,0.405,0,112,0.531,0.264,0,0,671,0
167656,Corned beef and potatoes in tortilla (Apache),222.857143,7.91,8.31,29.35,1.5,1.79,0,3.345,0,0.07,0,0,0,0,3.366,0,0,0,0.2,0.214,0,0,22,0.88,11.3,1.8,275,2.545,27,0.066,0,0.31,0,82,0.277,0.135,0,0.23,511,0
167657,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",229,13.19,11.05,19.28,1.8,1.84,0,4.464,0.742,0.055,0.001,0,0.815,0,4.848,4,0,0,0.44,0.125,0,0,30,1.97,23,1.94,274,2.785,123,0.13,0,0.377,0,188,0.16,0.22,0.46,1.15,646,0
167658,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",218.333333,12.56,10.81,17.92,1.5,2.39,1.005,4.229,0.941,0.08,0.002,0,0.616,0,4.486,49,0,0,0.82,0.136,0,0,27,2.15,19.3,1.85,244,2.63,116,0.099,0,0.269,0,172,0.162,0.248,0.465,1.22,509,0
167659,"Restaurant, Latino, chicken and rice, entree, prepared",173.095238,12.02,5.06,20.03,1.2,0.55,0.933,1.799,1.36,0.115,0.001,0.003,0.06,0,1.101,0,0,0,0.5,0.176,0,0,18,0.78,14.5,0.95,184,5.558,18,0.076,0,0.304,0,122,0.104,0.056,0.962,0.16,518,0
167660,"Restaurant, Latino, empanadas, beef, prepared",335,11.31,18.37,31.19,2,1.84,0.895,7.121,3.665,0.301,0.002,0.002,0.826,0,5.156,18,0.7,0.2,0.73,0.148,69,0,21,1.86,24.8,2.7,190,4.663,20,0.097,0,0.267,0,103,0.277,0.19,0.49,0.76,440,0
167661,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",228.571429,5.59,9.01,31.49,5.8,1.3,0.525,2.986,2.488,0.329,0.003,0.001,0.057,0,2.188,0,0,0,0.36,0.172,0,0,54,0.94,7,1.46,305,0.867,51,0.141,0,0.344,0,144,0.077,0.03,0.303,0,305,0
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",256,11.72,13.25,22.39,2.9,1.2,1.29,3.411,1.259,0.093,0.006,0,0.359,0,6.479,89,0,1.2,0.44,0.149,3,0,36,1.87,15,0.56,120,0.483,325,0.037,0,0.125,0,271,0.042,0.127,0.337,0.45,400,0
167663,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",231.190476,11.51,10.43,23.02,2.6,1.45,0.976,3.964,1.95,0.087,0.004,0.003,0.083,0,3.166,10,0.1,0.7,0.35,0.23,4,0,38,1.62,17.8,1.01,255,2.373,49,0.065,0,0.159,0,162,0.083,0.087,0.64,0.28,426,0
167664,"Restaurant, Latino, tamale, corn",186,3.48,7.21,26.68,3.2,7.42,0.39,2.437,1.369,0.102,0.001,0,0.365,0,2.629,2,0.2,0.4,0.45,0.176,1,0,29,0.62,2.5,0.53,186,1.317,24,0.028,0,0.214,0,93,0.043,0.053,0.343,0,277,0
167665,"Restaurant, Mexican, spanish rice",184.761905,3.28,5.29,31.16,1.2,1.3,0.24,1.511,2.052,0.238,0,0,0.07,0,1.005,6,0.1,0,0.6,0.082,82,0,13,0.48,7.4,1.15,116,2.378,20,0.065,0,0.39,0,57,0.183,0.074,0.415,0.08,528,0
167666,"Restaurant, Mexican, refried beans",156,6.91,6.77,16.79,8,0.78,0.539,1.834,1.893,0.396,0,0,0.087,0,1.84,11,0,0,0.45,0.098,29,0,44,0.88,8.4,1.62,402,0.488,57,0.168,0,0.367,0,128,0.135,0.111,0.29,0.08,376,0
167667,"Restaurant, Chinese, egg rolls, assorted",248.809524,8.28,11.94,27.29,2.6,0,0.581,3.036,4.871,0.636,0,0,0.103,0,2.116,0,0,0,0,0.167,0,0,18,0.62,0,1.41,165,2.725,40,0.148,0,0.245,0,85,0.165,0.077,0.38,0.44,468,0
167668,"Restaurant, Chinese, fried rice, without meat",174,4.05,2.96,32.79,1.1,0.56,0.335,0.649,0.981,0.111,0,0.002,0.011,0,0.54,22,3.8,0,0.13,0.032,6,0,10,0.72,8.3,0.66,76,0.637,12,0.095,0,0.433,0,51,0.015,0.026,0,0,387,0
167669,"CRACKER BARREL, steak fries",255,3.26,13.18,30.87,3.5,0.86,0.14,3.156,5.914,0.754,0,0,0.105,0,2.369,0,0.9,0,1.34,0.236,0,0,32,0.42,0,0.69,551,2.417,19,0.123,0,0.182,0,117,0.117,0.056,0.625,0,43,0
167670,"CRACKER BARREL, grilled sirloin steak",201.904762,31.52,8.52,0,0,0,2.795,3.405,0.486,0.035,0.009,0.002,0.426,0,3.045,7,0,0,0.46,0.691,0,0,28,5.42,31.8,2.75,408,6.403,7,0.112,0,0.02,0,249,0.089,0.35,0.77,3,180,0
167671,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",192,6.46,11.51,15.58,0.7,2.83,0.692,2.824,3.335,0.429,0.001,0,0.227,0,4.197,67,0,0,0.75,0.054,0,0,17,0.83,16.2,0.55,125,0.677,146,0.06,0,0.127,0,202,0.093,0.243,0.45,0.15,374,0
167672,"DENNY'S, french fries",280.47619,3.41,14.13,35.2,3.5,0.85,0.192,3.408,5.631,0.758,0,0,0.128,0,2.534,0,1.6,0,0.98,0.22,0,0,27,0.46,0.4,0.72,492,2.717,14,0.111,0,0.179,0,115,0.12,0.048,0.61,0,44,0
167673,"DENNY'S, top sirloin steak",182,28.9,7.34,0.14,0,0,2.432,2.84,0.428,0.034,0.01,0.003,0.276,0,2.595,0,0,0,0,0.613,0,0,24,5.26,0,3.27,341,5.31,6,0.118,0,0.017,0,264,0.05,0.22,0.74,2.7,349,0
167674,"Restaurant, Chinese, lemon chicken",252,11.87,13.55,20.61,1,8.18,0.978,2.749,5.301,0.663,0.003,0.003,0.068,0,2.033,3,2.3,0.1,1.28,0.25,9,0,16,0.51,13,1.22,161,3.776,40,0.04,0,0.089,0,136,0.053,0.07,0.52,0.11,252,0
167675,"Restaurant, Chinese, general tso's chicken",293.571429,12.9,16.36,23.99,0.9,11.6,1.026,3.879,6.47,0.84,0.005,0.005,0.09,0,2.76,11,1.6,0.2,1.21,0.202,15,0,18,1.3,14.4,1.16,201,2.853,12,0.046,0,0.075,0,127,0.027,0.118,0.617,0.22,435,0
167676,"Restaurant, Chinese, kung pao chicken",129,9.76,6.98,6.87,1.5,3.03,0.775,2.173,2.688,0.244,0.003,0.003,0.034,0,1.352,65,7.1,0,1.02,0.243,16,0,24,0.74,8.1,0.76,218,2.757,20,0.073,0,0.256,0,94,0.032,0.055,0.5,0.11,402,0
167677,"Restaurant, Chinese, vegetable lo mein, without meat",121,4.77,2.35,20.16,1.3,2.63,0,0.592,1.134,0.141,0,0,0.008,0,0.464,9,1.7,0.1,0.3,0.068,28,0,14,0.36,11.7,1.07,105,0.81,21,0.064,0,0.24,0,45,0.047,0.124,0.27,0,430,0
167678,"Restaurant, Chinese, chicken and vegetables",95,8.18,4.56,5.38,0.9,2.93,0.517,1.087,1.769,0.257,0,0.001,0.014,0,0.77,56,8.1,0,0.77,0.232,40,0,15,0.43,8.1,0.56,185,1.69,20,0.044,0,0.126,0,73,0.03,0.12,0.44,0.07,413,0
167679,"Restaurant, Chinese, orange chicken",262,14.46,12.68,22.46,0.8,13.6,1.001,3.474,5.284,0.619,0.001,0.005,0.053,0,2.422,75,0.9,0.1,1.07,0.23,10,0,20,1.13,17.1,0.94,209,3.59,14,0.042,0,0.087,0,130,0.043,0.22,1,0.2,553,0
167680,"Restaurant, Italian, spaghetti with meat sauce",121,5.79,3.59,16.4,1.6,1.82,0.373,1.486,0.433,0.035,0.001,0.001,0.066,0,1.062,12,0.7,0,0.63,0.109,0,0,17,0.69,13.1,0.97,172,1.643,17,0.097,0,0.212,0,59,0.09,0.147,0.247,0.17,230,0
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",217.142857,0.45,0.04,87.38,0.1,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,3,0,0,0.08,498,0,1047,0,0,0.001,0,1239,0,0,0,0,404,0
167682,"Pectin, liquid",11,0,0,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167683,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",221,6.4,10.1,26.11,0.8,8.52,0,2.7,0,0,0,0,0,0,5.528,19,0,0.2,0.42,0.043,7,0,28,0.82,2.4,0.29,305,0.175,222,0.076,0,0.078,0,173,0.062,0.261,0.479,0.49,104,0
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",160,1.5,14,7,0,5.65,0,3.273,0,0,0,0,0,0,2.115,11,0.4,0,2.45,0.03,6,0,2,0.04,1.6,0.13,36,0.02,6,0,0,0,0,7,0.01,0.01,0,0.07,833,0
167685,"Bologna, beef and pork, low fat",229.047619,11.5,19.3,2.6,0,0,0,9.145,0,0,0,0,0,0,7.308,0,0,0.5,0.22,0.18,5,0,12,1.5,11.2,0.66,156,2.54,11,0.08,0,0,0,181,0.17,0.13,0,1.31,1108,0
167686,"Milk dessert, frozen, milk-fat free, chocolate",167,4.3,1,37.7,0,37.7,0,0.329,0,0,0,0,0,0,0.597,2,0.7,0,0,0.04,6,0,45,0.47,2.6,0.04,333,0.1,154,0.008,0,0,0,123,0.05,0.26,0,0.55,97,0
167687,"Whipped topping, frozen, low fat",223.333333,3,13.1,23.6,0,23.6,0,0.838,0,0,0,0,0,0,11.273,4,0,0,0.5,0.02,3,0,7,0.1,2.4,0.1,101,0.1,71,0.01,0,0,0,74,0.02,0.09,0,0.2,72,0
167688,"Cream substitute, powdered, light",429.285714,1.9,15.7,73.4,0,73.4,0,11.5,0,0,0,0,0,0,3.8,1,0,0,0.26,0,1,0,0,0.02,0.8,0.03,902,0,1,0.01,0,0,0,136,0,0,0,0,229,0
167689,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",529,10.16,29.32,56.89,4,47.15,0,4.448,0,0,0,0,0.21,0,18.485,28,0.5,0,1.26,0.095,45,0,81,1.49,2.8,1.06,330,4.329,88,0.452,0,0.963,0,191,0.152,0.074,0.603,0.19,213,0
167690,"Babyfood, apple yogurt dessert, strained",92.619048,0.8,1.6,19.5,0.5,12.02,0,0.438,0,0,0,0,0,0,1.034,3,35.1,0,0.02,0.02,9,0,15,0.28,0.7,0,70,0,6,0.05,0,0,0,31,1.56,0.05,0,0.5,20,0
167691,"Vegetable oil-butter spread, reduced calorie",465,0,53,0,0,0,0,20.77,0,0,0,0,0,0,17.88,819,0,0,9.2,0,1,0,0,0.01,0.5,0.04,6,0.01,6,0.001,0,0,0,10,0,0.01,0,0,581,0
167692,"Salad dressing, blue or roquefort cheese dressing, light",86,2.1,2.7,13.2,0,3.6,0,1.092,0,0,0,0,0,0,0.628,67,0,0,0.9,0.02,28,0,4,0.3,1.6,0.14,51,0.04,68,0.013,0,0,0,47,0.01,0.04,0,0.11,939,0
167693,"Salad dressing, french dressing, reduced calorie",227,0.4,13,27,0,25.92,0,3.029,0,0,0,0,0,0,1.872,10,0,0,2.86,0,2,0,9,0.18,1.6,0.4,79,0,11,0.01,0,0.071,0,14,0,0,0.026,0,804,0
167694,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",307,22.7,23,0.7,0,0,0,9.719,0,0,0,0.021,0,0,7.95,0,1.1,2,0.39,0.34,4,0,19,3.17,21,1.62,337,4.22,32,0.148,0,0,0,191,0.51,0.25,0,1.26,878,0
167695,"Mayonnaise, made with tofu",322,5.95,31.79,3.06,1.1,0.85,0,5.246,0,0,0,0,0.153,0,2.921,2,0,0,2.4,0.02,8,0,52,0.4,1.6,0.27,66,0.09,53,0.09,0,0.399,0,49,0.05,0.04,0.124,0,773,0
167696,"Frankfurter, beef, low fat",140,12,9.5,1.6,0,0.85,0,3.806,0,0,0,0,0,0,1.526,0,1,0.6,0.18,0.1,4,0,11,1.96,13.9,1.15,129,2.3,8,0.065,0,0,0,191,0.05,0.1,0,1.4,744,0
167697,"Milk, buttermilk, fluid, cultured, reduced fat",56,4.1,2,5.3,0,5.3,0.388,0.576,0,0,0,0,0,0,1.242,16,1.5,0,0.11,0.03,6,0,13,0.24,2.3,0.06,180,0.1,143,0.008,0,0,0,82,0.05,0.21,0,0.37,105,0
167698,"Pork sausage rice links, brown and serve, cooked",405.47619,13.7,37.63,2.36,0,0,0,18.1,0,0,0,0,0,0,12.825,0,0,0.9,0.22,0.2,6,0,14,1.45,16.6,1.12,212,3.35,15,0.066,0,0.079,0,116,0.48,0.12,0,1.3,689,0
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",115,1.52,1.01,25.6,1.8,7.44,0,0.441,0,0,0,0,0.096,0,0.45,5,0.5,0,0.04,0.045,2,0,15,0.21,1.6,0.12,194,0.111,51,0.015,0,0.01,0,107,0.04,0.166,0.437,0.26,814,0
167700,"Salad Dressing, mayonnaise-like, fat-free",84,0.2,2.7,15.5,1.9,10.3,0,1.887,0,0,0,0,0,0,0.6,0,0,0,0.04,0,0,0,2,0.05,0.3,0.12,49,0,6,0.02,0,0.022,0,5,0,0.014,0,0,788,0
