fdc_id,description,Energy (Atwater Specific Factors) (KCAL),Protein (G),Total lipid (fat) (G),"Carbohydrate, by difference (G)","Fiber, total dietary (G)","Sugars, total including NLEA (G)",Leucine (G),"Fatty acids, total monounsaturated (G)","PUFA 18:2 n-6 c,c (LA) (G)","PUFA 18:3 n-3 c,c,c (ALA) (G)",PUFA 20:5 n-3 (EPA) (G),PUFA 22:6 n-3 (DHA) (G),"Fatty acids, total trans","Sugars, added","Fatty acids, total saturated (G)","Vitamin A, RAE (UG)","Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Vitamin E (alpha-tocopherol) (MG),Vitamin B-6 (MG),"Folate, DFE (UG)",Biotin (UG),"Magnesium, Mg (MG)","Zinc, Zn (MG)","Selenium, Se (UG)","Iron, Fe (MG)","Potassium, K (MG)",Niacin (MG),"Calcium, Ca (MG)","Copper, Cu (MG)","Iodine, I (UG)","Manganese, Mn (MG)","Molybdenum, Mo (UG)","Phosphorus, P (MG)",Thiamin (MG),Riboflavin (MG),Pantothenic acid (MG),Vitamin B-12 (UG),Sodium (mg),Added Sugars (g)
167761,"Soursop, raw",65.714286,1,0.3,16.84,3.3,13.54,0,0.09,0,0,0,0,0,0,0.051,0,20.6,0,0.08,0.059,14,0,21,0.1,0.6,0.6,278,0.9,14,0.086,0,0,0,27,0.07,0.05,0.253,0,14,0
167762,"Strawberries, raw",32,0.67,0.3,7.68,2,4.89,0.034,0.043,0,0,0,0,0,0,0.015,1,58.8,0,0.29,0.047,24,0,13,0.14,0.4,0.41,153,0.386,16,0.048,0,0.386,0,24,0.024,0.022,0.125,0,1,0
167763,"Tamarinds, raw",238.095238,2.8,0.6,62.5,5.1,38.8,0,0.181,0,0,0,0,0,0,0.272,2,3.5,0,0.1,0.066,14,0,92,0.1,1.3,2.8,628,1.938,74,0.086,0,0,0,113,0.428,0.152,0.143,0,28,0
167764,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",85.714286,0.41,0.1,22.36,1.3,0,0,0.018,0,0,0,0,0,0,0.019,6,17.5,0,0,0.12,9,0,13,0.11,0.5,0.52,131,0.562,13,0.08,0,0,0,7,0.054,0.045,0,0,2,0
167765,"Watermelon, raw",30,0.61,0.15,7.55,0.4,6.2,0.018,0.037,0,0,0,0,0,0,0.016,28,8.1,0,0.05,0.045,3,0,10,0.1,0.4,0.24,112,0.178,7,0.042,0,0.038,0,11,0.033,0.021,0.221,0,1,0
167766,"Maraschino cherries, canned, drained",165,0.22,0.21,41.97,3.2,38.77,0,0.049,0,0,0,0,0,0,0.039,2,0,0,0.05,0.005,0,0,4,0.26,0.2,0.43,21,0.004,54,0.143,0,0.012,0,3,0,0,0.054,0,4,0
167767,"Pineapple, canned, juice pack, drained",60,0.51,0.11,15.56,1.3,14.26,0,0.014,0,0,0,0,0,0,0.008,3,9.4,0,0.02,0.075,5,0,15,0.1,0.4,0.28,124,0.284,16,0.107,0,0,0,7,0.102,0.021,0,0,1,0
167768,"Apricots, canned, heavy syrup, drained",83,0.64,0.11,21.31,2.7,18.65,0,0.045,0,0,0,0,0,0,0.007,146,3.1,0,0.89,0.055,2,0,7,0.11,0.1,0.3,143,0.376,10,0.097,0,0,0,13,0.021,0.024,0,0,4,0
167769,"Cherries, sour, canned, water pack, drained",42,0.69,0.21,10.45,1.2,6.99,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.047,0,0,8,0.07,0,0.64,115,0.26,11,0,0,0.059,0,16,0.025,0.065,0.041,0,4,0
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",83,0.73,0.21,21.07,2.3,16.18,0,0.049,0,0,0,0,0,0,0.041,12,3.6,0,0.17,0.022,5,0,9,0.1,0,0.35,148,0.396,10,0.176,0,0.048,0,20,0.022,0.043,0.06,0,3,0
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",45.47619,0.1,0.13,11.3,0.2,9.62,0,0.006,0,0,0,0,0,0,0.022,0,38.5,0,0.01,0.018,0,0,5,0.02,0.1,0.12,101,0.073,8,0.012,0,0.074,0,7,0.021,0.017,0.049,0,4,0
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",42,0.17,0.1,11.27,1.1,9.39,0.01,0.002,0,0,0,0,0,0,0.008,1,21.2,0,0.16,0.027,3,0,3,0.03,0.3,0.23,74,0.084,4,0.027,0,0.025,0,5,0.026,0.03,0.041,0,2,0
167773,"Applesauce, canned, sweetened, with salt",75.714286,0.18,0.18,19.91,1.2,0,0.011,0.007,0,0,0,0,0,0,0.03,1,1.7,0,0,0.026,1,0,3,0.04,0.3,0.35,61,0.188,4,0.043,0,0.075,0,7,0.013,0.028,0.052,0,28,0
167774,"Grapefruit juice, pink, raw",38.809524,0.5,0.1,9.2,0,0,0,0.013,0,0,0,0,0,0,0.014,22,38,0,0,0.044,10,0,12,0.05,0,0.2,162,0.2,9,0.033,0,0.02,0,15,0.04,0.02,0.189,0,1,0
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",46.904762,0.14,0.1,11.54,0.1,0,0,0.002,0,0,0,0,0,0,0.018,0,25,0,0,0.033,0,0,5,0.04,0.1,0.26,126,0.038,6,0.014,0,0.063,0,7,0.003,0.015,0.063,0,7,0
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",62.857143,0.39,0.16,15.01,3.1,9.69,0.02,0,0,0,0,0,0,0,0,1,4.4,0,0.12,0.026,0,0,6,0.08,0.1,0.19,101,0.164,9,0.078,0,0.037,0,11,0.012,0.026,0.042,0,1,0
167777,"Pears, raw, red anjou",62,0.33,0.14,14.94,3,9.54,0.017,0,0,0,0,0,0,0,0,1,5.2,0,0.12,0.039,0,0,7,0.13,0.1,0.19,123,0.162,11,0.07,0,0.056,0,13,0.012,0.028,0.053,0,1,0
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",66.428571,0.36,0.09,16.1,3.1,10.23,0.018,0,0,0,0,0,0,0,0,1,2.8,0,0.12,0.021,0,0,7,0.13,0,0.15,122,0.152,10,0.104,0,0.047,0,14,0.012,0.023,0.057,0,1,0
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",66,0.44,0.1,15.79,3.1,9.73,0.022,0,0,0,0,0,0,0,0,1,4.4,0,0.12,0.026,0,0,7,0.1,0,0.24,127,0.151,11,0.077,0,0.048,0,13,0.01,0.022,0.043,0,1,0
167780,Prune puree,257,2.1,0.2,65.1,3.3,39,0,0,0,0,0,0,0,0,0.016,100,4.3,0,0,0,0,0,0,0,0,2.8,852,2.5,31,0,0,0,0,72,0.04,0,0.43,0,23,0
167781,Candied fruit,320.238095,0.34,0.07,82.74,1.6,80.68,0,0.008,0,0,0,0,0,0,0.01,1,0,0,0.04,0,0,0,4,0.05,0.6,0.17,56,0,18,0.029,0,0.111,0,5,0,0,0,0,98,0
167782,"Abiyuch, raw",69.047619,1.5,0.1,17.6,5.3,8.55,0,0,0,0,0,0,0,0,0.014,5,54.1,0,0,0,0,0,24,0.31,0,1.61,304,0,8,0.057,0,0.182,0,47,0,0,0,0,20,0
167783,"Rowal, raw",110,2.3,2,23.9,6.2,14.1,0,0,0,0,0,0,0,0,0.245,19,25.8,0,0,0,0,0,32,0.43,0,2.2,131,0,15,1.06,0,0.155,0,52,0,0,0,0,4,0
167784,"Guava nectar, canned, with added ascorbic acid",63,0.09,0.06,16.25,1,12.95,0,0.02,0,0,0,0,0,0,0.02,0,21.1,0,0.05,0.01,3,0,2,0.03,0,0.38,39,0.17,8,0.017,0,0.058,0,2,0.003,0.003,0.08,0,6,0
167785,"Mango nectar, canned",51,0.11,0.06,13.12,0.3,12.45,0,0.022,0,0,0,0,0,0,0.014,35,15.2,0,0.21,0.015,7,0,3,0.02,0.4,0.36,24,0.08,17,0.015,0,0.028,0,2,0.003,0.003,0.07,0,5,0
167786,"Tamarind nectar, canned",57.142857,0.09,0.12,14.73,0.5,12.7,0,0,0,0,0,0,0,0,0,0,7.1,0,0.12,0.007,1,0,4,0.02,0,0.75,27,0.07,10,0.014,0,0.02,0,2,0.003,0.003,0.037,0,7,0
167787,"Pomegranate juice, bottled",54,0.15,0.29,13.13,0.1,12.65,0,0.059,0,0,0,0,0,0,0.077,0,0.1,0,0.38,0.04,24,0,7,0.09,0.3,0.1,214,0.233,11,0.021,0,0.095,0,11,0.015,0.015,0.285,0,9,0
167788,"Nance, canned, syrup, drained",94.285714,0.56,1.28,22.79,7,15.66,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0.015,0,0,16,0.06,0,0.37,194,0.3,42,0.053,0,0.172,0,7,0.015,0.02,0,0,8,0
167789,"Nance, frozen, unsweetened",72.857143,0.66,1.16,16.97,7.5,8.31,0,0,0,0,0,0,0,0,0,4,92.5,0,1.25,0.021,8,0,20,0.09,0.4,0.38,244,0.29,46,0.041,0,0.248,0,10,0.015,0.018,0.18,0,3,0
167790,"Naranjilla (lulo) pulp, frozen, unsweetened",25,0.44,0.22,5.9,1.1,3.74,0,0,0,0,0,0,0,0,0,28,3.2,0,0.75,0.107,3,0,11,0.1,0.4,0.35,200,1.45,8,0.028,0,0.067,0,12,0.045,0,0.22,0,4,0
167791,Horned melon (Kiwano),43.571429,1.78,1.26,7.56,0,0,0,0,0,0,0,0,0,0,0,7,5.3,0,0,0.063,3,0,40,0.48,0,1.13,123,0.565,13,0.02,0,0.039,0,37,0.025,0.015,0.183,0,2,0
167792,Orange Pineapple Juice Blend,51,0.41,0.08,12.2,0.2,10.57,0,0.009,0,0,0,0,0,0,0.011,1,40.7,0,0.07,0.061,10,0,10,0.06,0.1,0.18,150,0.173,8,0.034,0,0.378,0,11,0.04,0.025,0,0,4,0
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",63.095238,0.2,0.18,15.22,2.1,11.68,0,0,0,0,0,0,0,0,0,2,0,0,0.18,0.045,0,0,5,0.04,0,0.1,109,0.07,7,0.025,0,0.031,0,13,0.013,0.026,0.051,0,1,0
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",49,0.68,0.12,11.54,0.3,8.31,0.015,0.022,0,0,0,0,0,0,0.014,114,33.6,1,1.13,0.076,19,0,11,0.07,0.1,0.13,178,0.28,146,0.042,0,0.023,0,17,0.046,0.039,0.195,0,2,0
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",62.380952,0.42,0,15,0,12.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.15,142,0,8,0,0,0,0,0,0,0,0,0,4,0
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",53.095238,0.6,0.26,12.53,0.7,11.15,0,0.04,0,0,0,0,0,0,0.053,21,8.2,0,0.3,0.075,15,0,10,0.06,0.4,0.42,165,0.29,11,0.053,0,0.215,0,15,0.07,0.09,0,0.63,6,0
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",46,0.63,0.02,10.9,0,9.3,0,0.002,0,0,0,0,0,0,0.003,0,108.6,0,5.03,0.4,0,0,0,0,0,0.21,116,0,10,0,0,0,0,0,0,0,0,0.9,4,0
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",56,0.63,0.33,13.04,0.6,11.46,0,0.034,0.015,0.019,0,0,0.003,0,0.068,21,6.2,0,0.18,0.08,17,0,15,0.08,0.2,0.34,177,0.333,18,0.049,0,1.357,0,16,0.06,0.08,0,0.55,11,0
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",52.142857,0.44,0.3,12.37,0.6,10.33,0,0.02,0.014,0.01,0,0,0.001,0,0.055,1,47.3,0,0.16,0.075,24,0,13,0.07,0.4,0.32,184,0.287,11,0.038,0,0.194,0,16,0.035,0.053,0.092,0,5,0
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",47.857143,0.12,0.17,11.49,0.3,9.47,0,0.008,0,0,0,0,0,0,0.029,0,30.3,0,0.01,0.018,0,0,5,0.04,0.1,0.13,184,0.067,70,0.01,0,0.035,0,9,0.004,0.015,0.049,0,5,0
167801,"Lemon juice from concentrate, bottled, CONCORD",23.571429,0.4,0.07,5.37,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,6,0.09,0,0.06,112,0.197,8,0.02,0,0.017,0,9,0.02,0.017,0.06,0,29,0
167802,"Lemon juice from concentrate, bottled, REAL LEMON",17,0.47,0.07,5.66,0.7,1.59,0,0.006,0.011,0.006,0,0,0,0,0.027,2,16.6,0,0.23,0.037,0,0,6,0.23,0,0.06,109,0.18,9,0.018,0,0.016,0,9,0.02,0.017,0.09,0,26,0
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",158,0.75,0.05,40.4,1.2,31.3,0,0.007,0,0,0,0,0,0,0.007,2,1,0,0,0,0,0,2,0.02,0,0.2,21,0,3,0.017,0,0.06,0,4,0,0,0,0,5,0
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",159.285714,1.05,0.04,40.61,1,32.2,0,0.007,0,0,0,0,0,0,0.007,2,1,0,0,0,0,0,2,0.03,0,0.62,34,0,3,0.035,0,0.085,0,4,0,0,0,0,5,0
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",44,0.5,0.1,10.53,0.2,10.3,0,0.008,0,0,0,0,0.002,0,0.008,6,49.2,0,0,0,0,0,0,0,0,0.14,94,0,10,0,0,0,0,0,0,0,0,0,8,0
167806,Baobab powder,250,3.69,0.47,79.65,44.5,0,0,0.169,0,0.098,0,0,0.009,0,0.244,0,173.2,0,0,2.414,0,0,158,0.92,0,8.42,2189,19.983,342,0,0,0,0,47,0.03,0.074,0,0,10,0
167807,"Cherry juice, tart",59,0.31,0.54,13.7,0,12.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,11,0.03,0,0.42,161,0,13,0.042,0,0.06,0,17,0.06,0,0,0,4,0
167808,"Raspberries, puree, seedless",40.47619,1.02,0.87,7.99,0.9,6.04,0,0.016,0.043,0.047,0,0,0,0,0.064,2,6.4,0,1.54,0.06,0,0,15,0.18,0,1.08,169,0.49,14,0.068,0,0.343,0,20,0.09,0.1,0.31,0,4,0
167809,"Raspberries, puree, with seeds",55,1.1,0.97,11.51,4.3,6.56,0,0.027,0.03,0.028,0,0,0,0,0.062,5,14.6,0,0.77,0.037,0,0,25,0.31,0,0.69,195,0.46,23,0.086,0,0.676,0,30,0.08,0.09,0.31,0,4,0
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",210.47619,18.22,14.79,0,0,0,1.498,6.102,0.701,0.026,0,0,0.034,0,4.918,1,0.3,0.7,0.12,0.504,3,0,21,2.27,28.5,0.89,319,4.73,11,0.075,0,0.014,0,195,0.622,0.255,0.899,0.67,57,0
167811,"Pork, fresh, backfat, raw",808.809524,2.92,88.69,0,0,0,0.234,41.95,0,0,0,0,0,0,32.21,5,0.1,3.1,0,0.04,1,0,2,0.37,8,0.18,65,0.985,2,0.018,0,0.002,0,38,0.084,0.051,0.115,0.18,11,0
167812,"Pork, fresh, belly, raw",515.952381,9.34,53.01,0,0,0,0,24.7,0,0,0,0,0,0,19.33,3,0.3,0,0.39,0.13,1,0,4,1.02,8,0.52,185,4.647,5,0.052,0,0.006,0,108,0.396,0.242,0.256,0.84,32,0
167813,"Pork, fresh, separable fat, raw",632,9.25,65.7,0,0,0,0.761,28.041,11.7,0.564,0,0.021,0.6,0,21.979,26,0,1.7,0.42,0.143,0,0,6,0.6,9,0.26,333,2.63,14,0.067,0,0,0,84,0.16,0.09,0.43,0.67,47,0
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",182,20.27,10.63,0,0,0,1.669,4.445,1.885,0.082,0,0.003,0.091,0,3.526,5,0,0.5,0.2,0.506,0,0,20,1.7,19.7,0.62,356,5.623,12,0.079,0,0.009,0,216,0.498,0.309,0.63,0.4,73,0
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",209,27.03,10.32,0,0,0,2.225,4.322,1.927,0.079,0,0.002,0.087,0,3.369,3,0,0.4,0.27,0.501,0,0,25,2.31,25,0.9,416,7.444,16,0.112,0,0.016,0,255,0.489,0.379,0.859,0.67,77,0
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",119.047619,21.81,2.93,0,0,0,1.795,1.148,0.513,0.015,0,0,0.019,0,0.947,2,0,0.3,0.16,0.557,0,0,22,1.85,21.2,0.67,359,6.042,12,0.08,0,0.01,0,235,0.545,0.34,0.658,0.36,76,0
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",165,28.86,4.62,0,0,0,2.376,1.878,0.92,0.029,0,0,0.034,0,1.451,1,0,0.3,0.26,0.538,0,0,27,2.48,26.6,0.97,425,7.94,16,0.116,0,0.018,0,273,0.523,0.408,0.903,0.67,80,0
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",197.142857,19.74,12.58,0,0,0,1.572,5.61,0,0,0,0,0,0,4.36,2,0.6,0.5,0.21,0.472,1,0,21,1.74,33.2,0.79,356,4.58,18,0.056,0,0.011,0,197,0.901,0.248,0.723,0.53,50,0
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",238.095238,27.23,13.62,0,0,0,2.168,6.06,0,0,0,0,0,0,5.11,2,0.6,1.2,0.24,0.366,3,0,19,2.38,45.3,1.07,374,4.419,21,0.077,0,0.012,0,181,0.632,0.254,0.648,0.54,48,0
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",241.190476,27.32,13.92,0,0,0,2.177,6.19,0,0,0,0,0,0,5.23,2,0.6,1.3,0.29,0.464,5,0,28,2.39,45.3,0.87,423,5.037,19,0.073,0,0.009,0,246,0.877,0.321,0.698,0.7,62,0
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",247.142857,27.09,14.65,0,0,0,2.168,6.51,0,0,0,0,0,0,5.37,3,0.6,1,0.19,0.516,6,0,26,2.32,33.4,0.99,408,5.572,19,0.056,0,0.011,0,242,0.988,0.313,0.76,0.71,59,0
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",193.571429,19.56,12.27,0,0,0,1.574,4.913,1.687,0.07,0,0.002,0.08,0,4.27,6,0,0.7,0.21,0.427,0,0,17,2.56,29.4,0.66,288,6.704,35,0.082,0,0.008,0,207,0.499,0.314,1.046,0.55,69,0
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",255,26.54,15.71,0,0,0,2.185,5.067,0.878,0.066,0,0.001,0.067,0,4.487,4,0,1,0.2,0.488,0,0,19,3.11,41.8,0.81,259,7.381,51,0.098,0,0.011,0,213,0.486,0.316,0.944,0.62,69,0
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",229.761905,23.72,14.35,0,0,0,1.952,4.887,0.922,0.065,0,0.001,0.066,0,4.339,4,0,1,0.21,0.489,0,0,20,3.15,36.4,0.87,315,7.927,56,0.105,0,0.01,0,241,0.49,0.313,1.104,0.66,74,0
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",254,24.29,16.71,0,0,0,1.999,6.684,2.176,0.083,0,0.001,0.112,0,5.9,4,0,0.9,0.22,0.436,0,0,19,3.21,38.7,0.81,318,6.705,31,0.094,0,0.016,0,194,0.482,0.379,1.331,0.79,76,0
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",241.428571,28.21,13.51,0,0,0,2.322,5.557,1.052,0.074,0,0.001,0.076,0,4.934,4,0,0.8,0.19,0.519,0,0,20,3.28,44.1,0.86,273,7.868,55,0.104,0,0.012,0,225,0.518,0.336,1.007,0.66,73,0
167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",208.333333,25.61,11.06,0,0,0,2.182,4.22,1.151,0.051,0,0,0.107,0,3.518,2,0,0.8,0.11,0.669,0,0,25,2.14,43.6,0.79,344,8.147,24,0.078,0,0.009,0,220,0.599,0.234,0.658,0.59,55,0
167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",231,27.01,12.8,0,0,0,2.223,5.478,1.828,0.071,0,0.001,0.093,0,4.859,4,0,0.6,0.21,0.485,0,0,20,3.53,42.6,0.89,350,7.42,33,0.103,0,0.018,0,213,0.536,0.422,1.478,0.87,83,0
167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",126.904762,21.99,3.71,0,0,0,1.873,1.346,0.343,0.014,0,0,0.033,0,1.098,0,0,0.4,0.13,0.742,0,0,26,1.86,36,0.65,362,6.934,18,0.066,0,0.008,0,220,0.51,0.198,0.732,0.5,58,0
167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",259.761905,26.66,16.28,0,0,0,2.194,6.088,1.331,0.083,0,0.001,0.088,0,5.435,5,0,0.9,0.19,0.491,0,0,19,3.1,41.5,0.81,259,7.505,53,0.101,0,0.011,0,213,0.492,0.318,0.962,0.64,70,0
167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",222,24.42,13.04,0,0,0,2.08,5.41,1.356,0.061,0,0,0.12,0,4.486,2,0,0.9,0.11,0.637,0,0,24,2.15,42.8,0.68,329,7.478,28,0.084,0,0.006,0,209,0.541,0.21,0.632,0.58,55,0
167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",248,26.99,14.68,0,0,0,2.221,6.183,2.187,0.082,0,0.001,0.1,0,5.442,5,0,0.7,0.21,0.485,0,0,21,2.91,40.2,0.96,272,9.49,19,0.085,0,0.007,0,230,0.522,0.295,1.478,0.87,91,0
167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",136,21.79,4.8,0,0,0,1.856,1.999,0.436,0.018,0,0,0,0,1.617,0,0,0.5,0.13,0.735,0,0,25,1.97,38.3,0.61,359,6.685,24,0.068,0,0.009,0,216,0.484,0.186,0.725,0.5,60,0
167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",233.095238,28.81,12.31,0,0,0,2.371,5.18,1.881,0.075,0,0.001,0.078,0,4.294,4,0,0.6,0.22,0.507,0,0,24,1.97,44.1,0.71,400,7.537,12,0.085,0,0.013,0,285,0.633,0.264,0.966,0.63,58,0
167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",222,26.96,11.82,0,0,0,2.219,4.842,1.083,0.044,0,0.002,0.05,0,4.045,5,0,1,0.24,0.562,0,0,23,3.6,41.8,1.01,363,8.414,60,0.12,0,0.012,0,280,0.695,0.278,1.254,0.75,86,0
167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",230,26.64,12.87,0,0,0,2.269,5.042,1.269,0.058,0,0,0.103,0,4.113,2,0,0.7,0.11,0.75,0,0,25,2.52,44.4,0.94,340,7.865,15,0.116,0,0.009,0,228,0.639,0.36,1.037,0.64,57,0
167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",128.095238,21.65,4.02,0,0,0,1.844,1.537,0.353,0.016,0,0,0,0,0,0,0,0.4,0.24,0.803,0,0,25,2.05,30.9,0.85,353,6.344,12,0.092,0,0.013,0,219,0.517,0.292,0.875,0.53,59,0
167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",193.809524,31,6.9,0,0,0,2.552,2.785,1.035,0.04,0,0,0.038,0,2.327,2,0,0.4,0.25,0.538,0,0,26,2.09,47.4,0.73,428,7.982,11,0.085,0,0.014,0,303,0.676,0.271,1.011,0.64,58,0
167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",154.047619,21.55,6.94,0,0,0,1.836,2.985,0.743,0.032,0,0,0.064,0,2.45,1,0,0.4,0.13,0.726,0,0,26,1.55,33.1,0.5,373,7.988,7,0.056,0,0.007,0,226,0.667,0.185,0.727,0.53,48,0
167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",200,29.2,8.31,0,0,0,2.403,3.625,1.129,0.044,0,0.001,0.048,0,3.218,3,0,1,0.24,0.537,0,0,23,2.29,40.3,0.88,261,9.905,12,0.089,0,0.01,0,221,0.526,0.238,1.03,0.67,66,0
167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",196,26.62,9.14,0,0,0,2.268,3.904,0.877,0.039,0,0,0.086,0,3.164,1,0,0.1,0.11,0.696,0,0,26,2.09,43.6,0.63,357,8.242,7,0.081,0,0.007,0,230,0.636,0.19,0.68,0.59,44,0
167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",191.666667,26.45,8.82,0,0,0,2.253,3.517,0.843,0.036,0,0,0.079,0,2.839,1,0,0.5,0.11,0.692,0,0,25,2.11,34.9,0.64,349,7.104,7,0.077,0,0.007,0,223,0.547,0.232,0.674,0.58,46,0
167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",235,17.18,17.99,0,0,0,1.36,8.01,0,0,0,0,0,0,6.24,2,0.7,1.7,0.19,0.348,5,0,18,2.7,25.5,1.05,302,3.833,15,0.084,0,0.011,0,182,0.767,0.275,0.719,0.74,65,0
167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",290.952381,23.28,21.39,0,0,0,1.837,9.47,0,0,0,0,0,0,7.86,2,0.5,1.5,0.19,0.288,5,0,18,3.71,33.4,1.32,329,3.991,24,0.113,0,0.022,0,212,0.581,0.329,0.6,0.8,68,0
167845,"Pork, fresh, shoulder, whole, separable lean only, raw",147.380952,19.55,7.14,0,0,0,1.568,3.23,0,0,0,0,0,0,2.47,2,0.8,0,0,0.415,5,0,21,3.14,29.5,1.22,341,4.275,14,0.097,0,0.012,0,202,0.884,0.314,0.822,0.84,76,0
167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",229.047619,25.33,13.54,0,0,0,2.032,6.17,0,0,0,0,0,0,4.79,2,0.6,1,0.25,0.317,5,0,20,4.16,37.4,1.5,346,4.26,18,0.124,0,0.026,0,221,0.628,0.37,0.651,0.86,75,0
167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",194,26.76,8.87,0,0,0,2.203,3.767,1.592,0.076,0,0,0.15,0,2.85,2,0,1,0.29,0.362,5,0,23,3.35,31.2,0.97,382,5.538,16,0.109,0,0.023,0,254,0.463,0.335,1.27,0.76,100,0
167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",227.142857,26.68,12.62,0,0,0,2.141,5.98,0,0,0,0,0,0,4.3,0,0.3,0.9,0,0.41,5,0,20,4.07,38.5,1.42,351,4.314,9,0.128,0,0.041,0,247,0.578,0.357,0.592,0.78,80,0
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",186,17.42,12.36,0,0,0,1.484,5.206,1.361,0.061,0,0,0.115,0,4.348,2,0,0.7,0.22,0.486,0,0,20,3.09,26.2,1.12,318,4.239,16,0.096,0,0.011,0,190,0.52,0.353,1.447,0.91,61,0
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",267,25.07,17.69,0,0,0,2.136,7.987,1.754,0.077,0,0,0.154,0,6.584,2,0,1.2,0.12,0.448,0,0,23,4.84,42.4,1.75,305,3.872,26,0.129,0,0.012,0,208,0.501,0.365,1.29,0.93,58,0
